movieid;cast;director;writer;genres
3448;Robin Williams,Forest Whitaker,Tung Thanh Tran,Chintara Sukapatana,Bruno Kirby;Barry Levinson;Mitch Markowitz;Comedy,Drama,War
3449;Diane Keaton,Liam Neeson,Jason Robards,Ralph Bellamy,Teresa Wright;Leonard Nimoy;;Drama,Romance
3450;Jack Lemmon,Walter Matthau,Ann-Margret,Burgess Meredith,Daryl Hannah;Donald Petrie;;Comedy,Family,Romance
3451;Spencer Tracy,Sidney Poitier,Katharine Hepburn,Katharine Houghton,Isabel Sanford;Stanley Kramer;;Comedy,Drama,Romance
3452;Jet Li,Aaliyah,Isaiah Washington,Russell Wong,DMX;Andrzej Bartkowiak;;Action,Crime,Thriller
3453;Leelee Sobieski,Chris Klein,Josh Hartnett,Michael Rooker,Annie Corley;Mark Piznarski;;Drama,Romance,Family
3454;Jodi Lyn O'Keefe,Shane West,Marla Sokoloff,James Franco,Aaron Paul;David Raynr;Mark Schwahn;Drama,Comedy,Romance
3455;Emmanuelle Seigner,Susan Tyrrell,Aidan Gillen,Mark Boone Junior,Darryl Henriques;Mark Hanlon;Mark Hanlon;Drama,Thriller,Romance
3456;Hossein Mahjoub,Mohsen Ramezani,Salameh Feyzi,Farahnaz Safari,Elham Sharifi;Majid Majidi;Majid Majidi;Family,Drama
3457;Billy Crudup,Jennifer Connelly,Paul Hipp,Hal Holbrook,Ivonne Coll;Keith Gordon;;Drama,Romance
3458;Sharon Stone,Christopher Rydell,Ana Torrent,Guillermo Montesinos,Albert Vidal;Javier Elorrieta;Rafael Azcona,Ricardo Franco,Thomas A. Fucci;Drama,Romance
3459;Gabriel Byrne,Julian Sands,Natasha Richardson,Myriam Cyr,Timothy Spall;Ken Russell;;Drama,Fantasy,Horror
3460;Ferlin Husky,Joi Lansing,Don Bowman,John Carradine,Lon Chaney Jr.;Jean Yarbrough;;Comedy,Horror,Music
3461;James Aubrey,Tom Chapin,Hugh Edwards,Roger Elwin,Tom Gaman;Peter Brook;;Thriller,Adventure,Drama
3462;Charles Chaplin,Paulette Goddard,Henry Bergman,Tiny Sandford,Chester Conklin;Charles Chaplin;;Drama,Comedy
3463;Corey Feldman,Corey Haim,Demetra Hampton,Robert Mandan,Geoffrey Lewis;Rafal Zielinski;Patrick Labyorteaux;Comedy
3464;Tim Matheson,Charlton Heston,Peter Boyle,Annabel Schofield,Corin Nemec;Richard C. Sarafian;;Adventure,Drama,Action,Thriller,Sci-Fi,Foreign
3465;Jack Lemmon,Julie Andrews,Sally Kellerman,Robert Loggia,Jennifer Edwards;Blake Edwards;Milton Wexler,Blake Edwards;Comedy,Drama
3466;Robert Downey Jr.,Charles Grodin,Kyra Sedgwick,Elisabeth Shue,Tom Sizemore;Ron Underwood;;Fantasy,Drama,Comedy,Sci-Fi,Romance
3467;Paul Newman,Melvyn Douglas,Patricia Neal,Brandon De Wilde,Whit Bissell;Martin Ritt;Irving Ravetch,Harriet Frank Jr.;Action,Drama,Western
3468;Paul Newman,Jackie Gleason,Piper Laurie,George C. Scott,Myron McCormick;Robert Rossen;;Drama
3469;Spencer Tracy,Fredric March,Gene Kelly,Dick York,Donna Anderson;Stanley Kramer;Jerome Lawrence,Robert E. Lee;Drama,History
3470;Yuriy Solomin,Maksim Munzuk,Aleksandr Pyatkov,Nikolai Volkov St.,Svetlana Danilchenko;Akira Kurosawa;;Action,Adventure,Drama
3471;Richard Dreyfuss,François Truffaut,Teri Garr,Melinda Dillon,Bob Balaban;Steven Spielberg;Steven Spielberg,Hal Barwood,Jerry Belson,John Hill,Matthew Robbins;Sci-Fi,Drama
3472;Christopher Lee,Dennis Lotis,Patricia Jessel,Tom Naylor,Venetia Stevenson;John Llewellyn Moxey;;Horror
3473;Myriam Boyer,Jean-Luc Bideau,Miou-Miou;Alain Tanner;;
3474;Jim Belushi,Kylie Travis,Shannon Whirry,Frank Whaley,Jesse Borrego;Louis Morneau;;Sci-Fi,Thriller
3475;Montgomery Clift,Elizabeth Taylor,Shelley Winters,Anne Revere,Keefe Brasselle;George Stevens;;Drama,Romance
3476;Tim Robbins,Elizabeth Peña,Danny Aiello,Matt Craven,Pruitt Taylor Vince;Adrian Lyne;Bruce Joel Rubin;Drama,Mystery,Horror
3477;Anthony LaPaglia,Debi Mazar,Maxwell Caulfield,Liv Tyler,Robin Tunney;Allan Moyle;;Comedy,Drama
3478;Lou Diamond Phillips,Danielle von Zerneck,Elizabeth Peña,Rosanna DeSoto,Esai Morales;Luis Valdez;Luis Valdez;Drama,Music
3479;Matthew Broderick,Rutger Hauer,Michelle Pfeiffer,Alfred Molina,Leo McKern;Richard Donner;;Adventure,Fantasy
3480;Corey Haim,Kerri Green,Charlie Sheen,Winona Ryder,Courtney Thorne-Smith;David Seltzer;David Seltzer;Comedy,Drama,Romance
3481;John Cusack,Iben Hjejle,Todd Louiso,Jack Black,Lisa Bonet;Stephen Frears;;Comedy,Drama,Romance,Music
3482;;;;Drama
3483;Kenneth Branagh,Kevin Kline,Rosie Perez,Armand Assante,Edward James Olmos;Don Michael Paul,Bibo Bergeron;;Adventure,Animation,Comedy,Family
3484;Joshua Jackson,Paul Walker,Hill Harper,Leslie Bibb,Christopher McDonald;Rob Cohen;;Crime,Drama,Thriller
3485;Mimsy Farmer,Barry Primus,Ray Lovelock;Armando Crispino;;Horror,Thriller
3486;Hugh McDermott,Patricia Laffan,Hazel Court,Peter Reynolds,Adrienne Corri;David MacDonald;;Sci-Fi
3487;John Wayne,Robert Mitchum,James Caan,Charlene Holt,Paul Fix;Howard Hawks;;Action,Western
3488;Robert Clarke,Patricia Manning,Nan Peterson,Patrick Whyte,Fred La Porta;Tom Boutross,Robert Clarke;;Horror,Sci-Fi
3489;Robin Williams,Dustin Hoffman,Julia Roberts,Bob Hoskins,Maggie Smith;Steven Spielberg;;Adventure,Fantasy,Comedy,Family
3490;Christopher Lee,Peter Cushing,Telly Savalas,Alberto de Mendoza,Silvia Tortosa;Eugenio Martín;;Horror
3491;Deborah Foreman,Sam J. Jones,Howard Hesseman,E.G. Marshall,Penn Jillette;David Beaird;David Beaird;Comedy,Romance
3492;Rudolph Valentino,Vilma Banky,George Fawcett,Montagu Love,Agnes Ayres;George Fitzmaurice;;Adventure,Drama,Action,Romance
3493;Suzy Kendall,Tina Aumont,Luc Merenda,John Richardson,Roberto Bisacco;Sergio Martino;;Thriller,Horror,Mystery
3494;John Wayne,Kim Darby,Jeremy Slate,Dennis Hopper,Robert Duvall;Henry Hathaway;;Drama,Western,Adventure
3495;John Doe,Adam Horovitz,David Carradine,Arlo Guthrie,Don Cheadle;Abbe Wool;Abbe Wool;Action,Adventure,Comedy,Drama
3496;Shirley MacLaine,Peggy Ashcroft,Twiggy,Shabana Azmi,Leigh Lawson;John Schlesinger;;Drama,Music,Foreign
3497;Marsha Mason,Jason Robards,Charley Lau,Matthew Broderick,Mari Gorman;Herbert Ross;;Comedy,Drama,Family
3498;Brad Davis,Irene Miracle,Bo Hopkins,Randy Quaid,John Hurt;Alan Parker;;Drama,Crime
3499;James Caan,Kathy Bates,Richard Farnsworth,Frances Sternhagen,Lauren Bacall;Rob Reiner;;Horror,Thriller
3500;Billy Crystal,David Paymer,Julie Warner,Mary Mara,Jerry Orbach;Billy Crystal;Billy Crystal,Lowell Ganz,Babaloo Mandel;Comedy,Drama
3501;Sally Field,James Garner,Brian Kerwin,Corey Haim,Dennis Burkley;Martin Ritt;;Comedy,Romance
3502;Michael Keaton,Nicole Kidman,Bradley Whitford,Queen Latifah,Michael Constantine;Bruce Joel Rubin;Bruce Joel Rubin;Drama,Romance
3503;Donatas Banionis,Natalya Bondarchuk,Jüri Järvet,Anatoliy Solonitsyn,Nikolay Grinko;Andrei Tarkovsky;;Drama,Sci-Fi,Adventure,Mystery
3504;Faye Dunaway,William Holden,Peter Finch,Robert Duvall,Wesley Addy;Sidney Lumet;;Drama
3505;Kevin Costner,Gene Hackman,Sean Young,Will Patton,Howard Duff;Roger Donaldson;;Crime,Drama,Action,Thriller,Mystery,Romance
3506;Nick Nolte,Mac Davis,Charles Durning,Dayle Haddon,Bo Svenson;Ted Kotcheff;Nancy Dowd,Rich Eustis;Comedy,Drama
3507;Jack Lemmon,Walter Matthau,John Fiedler,Herb Edelman,David Sheiner;Gene Saks;Neil Simon;Comedy
3508;Clint Eastwood,Chief Dan George,Sondra Locke,Bill McKinney,John Vernon;Clint Eastwood;;Drama,Western
3509;Robert Downey Jr.,Scott Caan,Stacy Edwards,Allan Houston,Gaby Hoffmann;James Toback;James Toback;Drama
3510;Dennis Quaid,Jim Caviezel,Andre Braugher,Elizabeth Mitchell,Noah Emmerich;Gregory Hoblit;Toby Emmerich;Crime,Drama,Sci-Fi,Thriller
3511;David Arquette,Scott Caan,Oliver Platt,Rose McGowan,Bill Goldberg;Brian Robbins;Steven Brill;Action,Comedy,Drama
3512;David Duchovny,Minnie Driver,Carroll O'Connor,Robert Loggia,Jim Belushi;Bonnie Hunt;;Romance,Comedy,Drama
3513;Tommy Lee Jones,Samuel L. Jackson,Guy Pearce,Ben Kingsley,Bruce Greenwood;William Friedkin;;Action,Adventure,Drama,History,War
3514;Ian Holm,Stanley Tucci,Hope Davis,Sarah Hyland,Hallee Hirsh;Stanley Tucci;;Drama
3515;Rachel Griffiths,David Roberts,Sandy Winton,Yael Stone,Shaun Loseby;Pip Karmel;Pip Karmel;Comedy,Romance
3516;James Stewart,Kim Novak,Jack Lemmon,Ernie Kovacs,Hermione Gingold;Richard Quine;;Fantasy,Comedy,Romance
3517;Lionel Barrymore,Caroline Frances Cooke,Gustav von Seyffertitz,Lorimer Johnston,Boris Karloff;James Young;James Young;Drama,Crime,Horror
3518;Bill Pullman,Andie MacDowell,Gabriel Byrne,Traci Lind,Rosalind Chao;Wim Wenders;Nicholas Klein;Drama,Thriller
3519;Harrison Ford,Robert Shaw,Barbara Bach,Edward Fox,Franco Nero;Guy Hamilton;;Action,Adventure,War,Thriller
3520;Annette Funicello,Dwayne Hickman,Brian Donlevy,Harvey Lembeck,Beverly Adams;William Asher;William Asher,Leo Townsend;Comedy,Music,Romance
3521;Masatoshi Nagase,Youki Kudoh,Joe Strummer,Nicoletta Braschi,Steve Buscemi;Jim Jarmusch;;Crime,Drama,Comedy
3522;Gian Maria Volonté,Riccardo Cucciolla,Cyril Cusack,Rosanna Fratello,Geoffrey Keen;Giuliano Montaldo;Fabrizio Onofri,Giuliano Montaldo;Crime,Drama,History
3523;Pierce Brosnan,Ray McAnally,Alison Doody,Jeremy Child,Dearbhla Molloy;Francis Megahy;;Action,Thriller
3524;Dudley Moore,Liza Minnelli,John Gielgud,Geraldine Fitzgerald,Jill Eikenberry;Steve Gordon;;Comedy,Drama,Romance
3525;Tom Hanks,Tawny Kitaen,Adrian Zmed,George Grizzard,Tracy Smith;Neal Israel;;Comedy
3526;Steve Martin,Mary Steenburgen,Dianne Wiest,Jason Robards,Rick Moranis;Ron Howard;;Comedy,Drama,Family
3527;Arnold Schwarzenegger,Carl Weathers,Elpidia Carrillo,Bill Duke,Jesse Ventura;John McTiernan;;Sci-Fi,Action,Adventure,Thriller
3528;Nick Nolte,Barbra Streisand,Blythe Danner,Kate Nelligan,Jeroen Krabbé;Barbra Streisand;;Drama,Romance
3529;Jack Nicholson,Jessica Lange,John Colicos,Michael Lerner,Anjelica Huston;Bob Rafelson;;Romance,Crime,Drama
3530;Sabine Azéma,Pierre Arditi,Peter Hudson;Alain Resnais;Jean-Pierre Bacri,Agnès Jaoui;Drama,Comedy
3531;Emmanuelle Chaulet,Stephen Lack;Jon Jost;Jon Jost;Comedy
3533;Kazuo Hasegawa,Fujiko Yamamoto,Ayako Wakao,Eiji Funakoshi,Narutoshi Hayashi;Kon Ichikawa;;Drama
3534;Sandra Bullock,Viggo Mortensen,Dominic West,Elizabeth Perkins,Alan Tudyk;Betty Thomas;;Comedy,Drama
3535;Christian Bale,Willem Dafoe,Jared Leto,Josh Lucas,Samantha Mathis;Mary Harron;;Thriller,Drama,Crime
3536;Ben Stiller,Edward Norton,Jenna Elfman,Anne Bancroft,Eli Wallach;Edward Norton;;Comedy
3537;Paul Newman,Linda Fiorentino,Dermot Mulroney,Susan Barnes,Anne Pitoniak;Marek Kanievska;;Comedy,Crime,Drama
3538;Om Puri,Linda Bassett,Ian Aspinall,Jimi Mistry,Archie Panjabi;Damien O'Donnell;;Comedy
3539;John Lydon,Steve Jones,Paul Cook,Glen Matlock,Sid Vicious;Julien Temple;Julien Temple;Documentary,Music
3540;William Fichtner,Demi Moore,Eloise Eonnet,Julianne Nicholson,Sinéad Cusack;Alain Berliner;Ronald Bass,David Field;Drama,Romance
3541;Paul Campbell,Mark Danvers,Carl Bradshaw,Audrey Reid,Winston 'Bello' Bell;Chris Browne;Chris Browne,Suzanne Fenn,Chris Salewicz;Drama,Action,Thriller,Foreign
3542;Rip Torn,Sally Kirkland,Phoebe Dorin,Julie Garfield,Lois Markle;Milton Moses Ginsberg;Milton Moses Ginsberg;Drama
3543;Steve Guttenberg,Daniel Stern,Mickey Rourke,Kevin Bacon,Tim Daly;Barry Levinson;;Comedy,Drama
3544;Bobcat Goldthwait,Julie Brown,Robin Williams,Kathy Griffin,Adam Sandler;Bobcat Goldthwait;;Action,Comedy
3545;Liza Minnelli,Michael York,Helmut Griem,Joel Grey,Fritz Wepper;Bob Fosse;;Drama,Music,Romance
3546;Bette Davis,Joan Crawford,Victor Buono,Wesley Addy,Julie Allred;Robert Aldrich;;Drama,Thriller
3547;Gary Oldman,Alfred Molina,Vanessa Redgrave,Frances Barber,Lindsay Duncan;Stephen Frears;Alan Bennett;Drama
3548;Rosalind Russell,Forrest Tucker,Coral Browne,Fred Clark,Roger Smith;Morton DaCosta;;Comedy,Drama
3549;Marlon Brando,Jean Simmons,Frank Sinatra,Vivian Blaine,Robert Keith;Joseph L. Mankiewicz;;Comedy,Music,Romance
3550;Catherine Deneuve,David Bowie,Susan Sarandon,Cliff DeYoung,Beth Ehlers;Tony Scott;;Horror,Thriller,Romance
3551;Dustin Hoffman,Laurence Olivier,Roy Scheider,William Devane,Marthe Keller;John Schlesinger;;Thriller
3552;Chevy Chase,Rodney Dangerfield,Ted Knight,Michael O'Keefe,Bill Murray;Harold Ramis;;Comedy
3553;Joshua Jackson,James Marsden,Kate Hudson,Lena Headey,Norman Reedus;Davis Guggenheim;;Drama,Mystery,Thriller
3554;Chris Warren, Jr.,Kyla Pratt,Sanaa Lathan,Omar Epps,Alfre Woodard;Gina Prince-Bythewood;Gina Prince-Bythewood;Action,Comedy,Drama,Romance
3555;Matthew McConaughey,Bill Paxton,Harvey Keitel,Jon Bon Jovi,David Keith;Jonathan Mostow;;Action,Drama,Thriller,War
3556;James Woods,Kathleen Turner,Kirsten Dunst,Josh Hartnett,A.J. Cook;Sofia Coppola;;Drama,Romance
3557;Andy García,Lance Henriksen,Uma Thurman,Graham Beckel,Kathy Baker;Bruce Robinson;;Crime,Drama,Mystery
3558;Gina Lollobrigida,Pierre Brasseur,Marcello Mastroianni,Melina Mercouri,Yves Montand;Jules Dassin;Jules Dassin;Drama
3559;Charles Chaplin,Claire Bloom,Nigel Bruce,Buster Keaton,Sydney Chaplin;Charles Chaplin;;Comedy,Drama,Romance
3560;Tatsuya Fuji,Kazuko Yoshiyuki,Takahiro Tamura,Takuzô Kawatani,Akiyoshi Fujiwara;Nagisa Ōshima;Nagisa Ōshima;Horror,Drama,Romance
3561;Andra Millian,Kevin Costner,Eve Lilith,Mike Reynolds,Loyd Catlett;Jim Wilson;;Drama
3562;Heather Graham,Casey Affleck,Luke Wilson,Goran Visnjic,Patricia Velásquez;Lisa Krueger;;Comedy,Drama
3563;Eric Mabius,Kirsten Dunst,William Atherton,Jodi Lyn O'Keefe,Fred Ward;Bharat Nalluri;;Action,Sci-Fi,Thriller
3564;Mark Addy,Stephen Baldwin,Kristen Johnston,Jane Krakowski,Joan Collins;Brian Levant;;Sci-Fi,Comedy,Family,Romance
3565;Natalie Portman,Ashley Judd,Stockard Channing,Joan Cusack,Sally Field;Matt Williams;;Comedy,Drama,Romance
3566;Kevin Spacey,Danny DeVito,Peter Facinelli,Paul Dawson,Christopher Donahue;John Swanbeck;;Comedy,Drama
3567;Amy Irving,Antônio Fagundes,Alexandre Borges,Débora Bloch,Drica Moraes;Bruno Barreto;;Comedy,Drama,Foreign,Romance
3568;Derick Martini,Amy Hathaway,Steven Martini;Kevin Jordan;;Comedy,Romance
3569;Bodil Jørgensen,Jens Albinus,Anne Louise Hassing,Troels Lyby,Nikolaj Lie Kaas;Lars von Trier;;Drama,Comedy
3570;Michael Gambon,Maggie Smith,Tom Hickey,Keeley Hawes,David Tennant;Deborah Warner;;Drama,Foreign,Romance
3571;Xander Berkeley,Golden Brooks,Saffron Burrows,Viveka Davis,Richard Edson;Mike Figgis;Mike Figgis;Drama
3572;Diane Ladd,Raphael Sbarge,Jennifer Runyon,Harrison Page,Ned Bellamy;Adam Simon,Darren Moloney;;Horror,Sci-Fi
3573;John Savage,Cliff De Young,Don Stroud,Arabella Holzbog,Rick Dean;Louis Morneau;Michael Palmer;Horror,Sci-Fi
3574;Scott Valentine,Janet Gunn,Rick Dean,Anthony Peck,Rodger Halston;Jonathan Winfrey;;Action,Horror,Sci-Fi
3575;Daniel Chilson,Niklaus Lange,Don Handfield,Linna Carter;John Keitel;John Keitel;Drama,Romance
3576;Kyle MacLachlan,Michael Nouri,Claudia Christian,Clarence Felder,Clu Gulager;Jack Sholder;;Action,Horror,Sci-Fi,Thriller
3577;Sherilyn Fenn,Richard Tyson,Louise Fletcher,Burl Ives,Kristy McNichol;Zalman King;;Drama,Romance
3578;Russell Crowe,Joaquin Phoenix,Connie Nielsen,Oliver Reed,Richard Harris;Ridley Scott;;Action,Drama,Adventure
3579;Kim Basinger,Vincent Pérez,Liam Aiken,Daniel Craig,Eva Marie Saint;Hugh Hudson;;Romance,Drama,Adventure
3580;Kristin Scott Thomas,Sean Penn,Anne Bancroft,James Fox,Derek Jacobi;Philip Haas;;Drama,Romance
3581;John Simm,Danny Dyer,Lorraine Pilkington,Shaun Parkes,Nicola Reynolds;Justin Kerrigan;;Comedy,Drama
3582;;;;Drama
3583;Cyd Charisse,Moira Shearer,Zizi Jeanmaire,Roland Petit,Maurice Chevalier;Terence Young;Roland Petit;
3584;Richard Gere,Valérie Kaprisky,Art Metrano,John P. Ryan,William Tepper;Jim McBride;;Action,Drama,Romance,Thriller
3585;Fess Parker,Jeffrey Hunter,Jeff York,John Lupton,Eddie Firestone;Francis D. Lyon;Lawrence Edward Watkin;Action,Adventure,Drama,Family
3586;Ray Sharkey,Peter Gallagher,Joe Pantoliano,Paul Land,JoJo D'Amore;Taylor Hackford;;Drama,Romance,Music
3587;Leigh McCloskey,Irene Miracle,Alida Valli,Daria Nicolodi,Gabriele Lavia;Dario Argento;;Horror,Thriller
3588;Jack Nicholson,Bruce Dern,Ellen Burstyn,Scatman Crothers,John P. Ryan;Bob Rafelson;Jacob Brackman,Bob Rafelson;Drama
3589;Uwe Beyer,Karin Dor,Maria Marlow,Rolf Henniger,Siegfried Wischnewski;Harald Reinl;;Adventure,Fantasy
3590;Perry King,Sylvester Stallone,Henry Winkler,Paul Mace,Susan Blakely;Martin Davidson,Stephen Verona;Gayle Gleckler,Martin Davidson,Stephen Verona;Drama
3591;Michael Keaton,Teri Garr,Fred Koehler,Taliesin Jaffe,Courtney-Jane White;Stan Dragoti;John Hughes;Comedy,Drama,Family
3592;Jean Valmont,Michel Elias,Frédéric Legros,Yves-Marie Maurin,Monique Thierry;René Laloux;René Laloux;Animation,Drama,Family,Sci-Fi,Mystery
3593;John Travolta,Barry Pepper,Forest Whitaker,Kim Coates,Sabine Karsenti;Roger Christian;;War,Sci-Fi
3594;Amanda Schull,Zoe Saldana,Susan May Pratt,Peter Gallagher,Scottie Thompson;Nicholas Hytner;;Drama,Music
3595;Jamie Foxx,Nia Long,Barry Corbin,John Cullum,Jake Busey;Steve Rash;;Comedy
3596;Norm Macdonald,Dave Chappelle,Danny DeVito,Elaine Stritch,Daniel Benzali;Scott Alexander,Larry Karaszewski;Larry Karaszewski,Scott Alexander;Action,Comedy
3597;Amanda Peet,Brian Van Holt,Jonathan Abrahams,Zorie Barber,Judah Domke;Peter M. Cohen;Peter M. Cohen;Comedy,Romance
3598;;;;Drama
3599;Frank Sinatra,Kathryn Grayson,Gene Kelly,José Iturbi,Dean Stockwell;George Sidney;;Comedy,Fantasy,Music,Romance
3600;Elvis Presley,Joan Blackman,Angela Lansbury,Nancy Walters,Roland Winters;Norman Taurog;;Comedy,Music,Romance
3601;James Garner,Vera Miles,Eric Shea,Robert Culp;Vincent McEveety;;Adventure,Family,Comedy,Western
3602;Elvis Presley,Juliet Prowse,Robert Ivers,James Douglas Haskins,Letícia Román;Norman Taurog;;Comedy,Music
3603;Kevin Coughlin,Brooke Bundy,Larry Casey,Jo Ann Harris,Michael Greer;Bruce Kessler;;Comedy
3604;Natalie Wood,Rosalind Russell,Karl Malden,Parley Baer,Morgan Brittany;Mervyn LeRoy;Arthur Laurents,Gypsy Rose Lee,Leonard Spigelgass;Comedy,Drama,Music
3605;Elvis Presley,Carolyn Jones,Walter Matthau,Dolores Hart,Dean Jagger;Michael Curtiz;;Drama,Action,Music,Romance
3606;Gene Kelly,Frank Sinatra,Betty Garrett,Ann Miller,Jules Munshin;Stanley Donen,Gene Kelly;Adolph Green,Betty Comden;Comedy,Music,Romance
3607;James Garner,Vera Miles,Pat Hingle,Morgan Woodward,John Doucette;Bernard McEveety;Harry Spalding;Family
3608;Paul Reubens,E.G. Daily,Mark Holton,Diane Salinger,Judd Omen;Tim Burton;Michael Varhol,Paul Reubens,Phil Hartman;Adventure,Comedy,Family
3609;;Barbara Sonneborn;;Documentary
3610;Elvis Presley,Barbara Stanwyck,Leif Erickson,Joan Freeman,Sue Ane Langdon;John Rich;;Drama,Music,Romance
3611;José Oliveira,Fred Shields,Pinto Colvig,Walt Disney,Clarence Nash;Wilfred Jackson,William Roberts,Hamilton Luske,Jack Kinney;;Animation,Family
3612;Gemma Craven,Margaret Lockwood,Michael Hordern,Edith Evans,Christopher Gable;Bryan Forbes;;Adventure,Family,Fantasy,Romance
3613;Don Ameche,Joe Mantegna,Robert Prosky,J.J. Johnston,Ricky Jay;David Mamet;David Mamet,Shel Silverstein;Drama,Comedy,Crime
3614;Nicolas Cage,James Caan,Sarah Jessica Parker,Peter Boyle,Pat Morita;Andrew Bergman;;Action,Comedy,Romance,Thriller
3615;D. B. Sweeney,Alfre Woodard,Ossie Davis,Max Casella,Hayden Panettiere;Ralph Zondag,Eric Leighton;;Animation,Family
3616;Jason Biggs,Mena Suvari,Greg Kinnear,Zak Orth,Thomas Sadoski;Amy Heckerling;;Drama,Comedy,Romance,Family
3617;Breckin Meyer,Seann William Scott,Amy Smart,Paulo Costanzo,DJ Qualls;Todd Phillips;;Comedy,Adventure
3618;Woody Allen,Carolyn Saxon,Tracey Ullman,Michael Rapaport,Tony Darrow;Woody Allen;;Action,Comedy,Crime
3619;Robert Wuhl,Tony Danza,Fran Drescher,Michelle Pfeiffer,Joyce Hyser;Floyd Mutrux;;Comedy
3620;Blythe Danner,James Le Gros,Julianne Moore,Roy Scheider,Noah Wyle;Bart Freundlich;Bart Freundlich;Drama,Comedy
3621;Isabelle Adjani,Sam Neill,Margit Carstensen,Heinz Bennent,Johanna Hofer;Andrzej Żuławski;Andrzej Żuławski;Drama,Horror
3622;Ron Moody,Frank Langella,Dom DeLuise,Andréas Voutsinas,Diana Coupland;Mel Brooks;;Comedy
3623;Tom Cruise,Dougray Scott,Thandie Newton,Ving Rhames,Richard Roxburgh;John Woo;;Adventure,Action,Thriller
3624;Jackie Chan,Owen Wilson,Lucy Liu,Xander Berkeley,Roger Yuan;Tom Dey;;Adventure,Action,Comedy,Western
3625;;Jon Reiss;;Documentary,Music
3626;John Standing,Matthew Delamere,Vivian Wu,Annie Yi,Toni Collette;Peter Greenaway;;Drama,Comedy
3627;Candace Hilligoss,Frances Feist,Sidney Berger,Art Ellison,Stan Levitt;Herk Harvey;John Clifford;Horror,Mystery
3628;John Wayne,John Carroll,Anna Lee,Paul Kelly,Gordon Jones;David Miller;;Action,Drama,History
3629;Charles Chaplin,Georgia Hale,Mack Swain,Tom Murray,Henry Bergman;Charles Chaplin;;Adventure,Comedy,Drama,Family
3631;Keri Jo Chapman,Teresa Garrett,Derrick Sanders,Timothy Vahle,Barbara Lasater;Kelli Herd;Kelli Herd;Romance,Comedy
3632;Charles Chaplin,Mady Correll,Allison Roddan,Robert Lewis,Audrey Betz;Charles Chaplin;Charles Chaplin;Comedy,Crime,Drama
3633;George Lazenby,Diana Rigg,Telly Savalas,Gabriele Ferzetti,Ilse Steppat;Peter R. Hunt;;Adventure,Action,Thriller
3634;Burt Lancaster,Kirk Douglas,Fredric March,Ava Gardner,Edmond O'Brien;John Frankenheimer;;Action,Drama,Thriller
3635;Roger Moore,Barbara Bach,Curd Jürgens,Richard Kiel,Caroline Munro;Lewis Gilbert;;Adventure,Action,Thriller
3636;Pascal Greggory,Valeria Bruni Tedeschi,Charles Berling,Jean-Louis Trintignant,Bruno Todeschini;Patrice Chéreau;Patrice Chéreau,Pierre Trividic,Danièle Thompson;Romance,Drama
3637;Sandrine Bonnaire,Macha Méril,Stéphane Freiss,Setti Ramdane;Agnès Varda;Agnès Varda;Drama,Foreign
3638;Roger Moore,Lois Chiles,Michael Lonsdale,Corinne Cléry,Richard Kiel;Lewis Gilbert;;Action,Adventure,Thriller,Sci-Fi
3639;Roger Moore,Christopher Lee,Britt Ekland,Maud Adams,Hervé Villechaize;Guy Hamilton;;Adventure,Action,Thriller
3640;Charles Chaplin,Maxine Audley,Jerry Desmonde,Oliver Johnston,Dawn Addams;Charles Chaplin;Charles Chaplin;Comedy,Drama
3641;Edna Purviance,Clarence Geldart,Carl Miller,Lydia Knott,Charles K. French;Charles Chaplin;Charles Chaplin;Drama,Romance
3642;John Wayne,Binnie Barnes,Albert Dekker,Helen Parrish,Patsy Kelly;William C. McGann;;Action,Romance,Western
3643;John Wayne,Susan Hayward,Dennis O'Keefe,William Frawley,Leonid Kinskey;Edward Ludwig;;Action,War
3644;Claire Trevor,John Wayne,Walter Pidgeon,Roy Rogers,George 'Gabby' Hayes;Raoul Walsh;;Drama,Romance,Western
3645;Corinne Marchand,Antoine Bourseiller,Dominique Davray,Dorothée Blanck,Michel Legrand;Agnès Varda;;Drama,Comedy,Music
