movieid;cast;director;writer;genres
27620;Sylvie Testud,Kaori Tsuji,Bison Katayama,Taro Suwa,Yasunari Kondo;Alain Corneau;;Drama,Comedy,Foreign
27627;Sol Kyung-Gu,Moon So-ri,Ahn Nae-sang,Ryoo Seung-wan,Son Byung-ho;Lee Chang-dong;Lee Chang-dong;Drama,Romance
27636;Christian Ulmen,Katja Danowski,Detlev Buck,Janek Rieke,Uwe Dag Berlin;Leander Haußmann;;Comedy,Drama
27644;Fabrizio Bentivoglio,Laura Morante,Monica Bellucci,Nicoletta Romanoff;Gabriele Muccino;Gabriele Muccino;Drama,Comedy,Romance
27648;Stephen Campbell Moore,Emily Mortimer,Fenella Woolgar,Michael Sheen,James McAvoy;Stephen Fry;;Comedy,Foreign
27660;Keanu Reeves,Carrie-Anne Moss,Clayton Watson,Pamela Adlon,Melinda Clarke;Peter Chung,Yoshiaki Kawajiri,Takeshi Koike,Mahiro Maeda,Kôji Morimoto,Shinichiro Watanabe,Andrew R. Jones;Yoshiaki Kawajiri,Kôji Morimoto,Shinichiro Watanabe,Peter Chung;Animation,Sci-Fi
27664;Vincent Gallo,Chloë Sevigny,Cheryl Tiegs,Elizabeth Blake,Anna Vareschi;Vincent Gallo;;Drama
27674;Henry Thomas,Blake Heron,Barbara Hershey,Hilary Swank,Clark Gregg;Greg Marcks;Greg Marcks;Crime,Drama,Thriller
27679;Jingfan Hu,Wu Jun,Bai Qing Xin,Xiao Keng Ye,Si Si Lu;Tian Zhuangzhuang;Cheng Ah,Fei Mu,Li Tianji;Drama,Romance
27685;Anne Judson-Yager,Bree Turner,Kevin Cooney,Faune A. Chambers,Felicia Day;Damon Santostefano;;Comedy
27689;Jean Reno,Benoît Magimel,Camille Natta,Christopher Lee,Johnny Hallyday;Olivier Dahan;Luc Besson;Action,Thriller,Crime
27695;Diego Luna,Lucas Crespi,Norman Sotolongo,Jesús Ochoa,Martha Tenorio;Hugo Rodríguez;;Drama,Action,Comedy,Thriller
27700;Andreas Wilson,Henrik Lundström,Gustaf Skarsgård,Linda Zilliacus,Jesper Salén;Mikael Håfström;;Drama
27706;Jim Carrey,Meryl Streep,Jude Law,Emily Browning,Liam Aiken;Brad Silberling;;Adventure,Fantasy,Comedy,Family
27716;Line Kruse,Mads Mikkelsen,Nikolaj Lie Kaas,Nicolas Bro,Aksel Erhardtsen;Anders Thomas Jensen;;Comedy
27721;Audrey Tautou,Gaspard Ulliel,Dominique Pinon,Chantal Neuwirth,André Dussollier;Jean-Pierre Jeunet;;War,Drama,Mystery,Romance
27722;Tadanobu Asano,Daran Boonyasak,Laila Boonyasak,Yutaka Matsushige,Riki Takeuchi;Pen-Ek Ratanaruang;;Drama,Action,Thriller
27727;Birol Ünel,Sibel Kekilli,Catrin Striebeck,Güven Kıraç,Meltem Cumbul;Fatih Akin;;Drama,Romance
27728;Atsuko Tanaka,Akio Ôtsuka,Kôichi Yamadera,Christin Marquitan,Tilo Schmitz;Mamoru Oshii;;Animation,Drama,Sci-Fi
27731;Chizuru Ikewaki,Yoshihiko Hakamada,Aki Maeda,Takayuki Yamada,Hitomi Satô;Hiroyuki Morita;;Adventure,Fantasy,Animation,Drama,Family
27734;Samuel L. Jackson,Juliette Binoche,Brendan Gleeson,Langley Kirkwood,Harriet Lenabe;John Boorman;;Romance,Drama
27735;Wesley Snipes,Stuart Wilson,Mark Sheppard,David Schofield,Nicholas Aaron;David Carson;Tom Vaughan;Action,Drama,Thriller
27736;Laia Marull,Luis Tosar,Candela Peña,Rosa Maria Sardà,Kiti Mánver;Icíar Bollaín;;Drama
27740;Yixiang Li,Wang Baoqiang,Shuangbao Wang,Jing Ai,Ai Jing;Li Yang;;Drama,Thriller
27741;Hiroyuki Sanada,Rie Miyazawa,Nenji Kobayashi,Mitsuru Fukikoshi,Kanako Fukaura;Yôji Yamada;;Action,Drama,Romance
27744;Massimo Girotti,Raoul Bova,Filippo Nigro,Giovanna Mezzogiorno,Serra Yilmaz;Ferzan Ozpetek;Gianni Romoli,Ferzan Ozpetek;Drama,Romance
27746;Emily Perkins,Tatiana Maslany,Eric Johnson,Janet Kidder,Brendan Fletcher;Brett Sullivan;;Drama,Horror
27765;Colin Firth,Mena Suvari,Naomie Harris,Sean Harris,Neil Edmond;Marc Evans;Richard Smith;Drama,Mystery,Thriller,Horror
27768;Sandrine Bonnaire,Fabrice Luchini,Michel Duchaussoy,Anne Brochet,Gilbert Melki;Patrice Leconte;;Drama,Romance
27772;Megumi Okina,Yui Ichikawa,Misaki Ito,Kanji Tsuda,Kayoko Shibata;Takashi Shimizu;;Horror
27773;Choi Min-sik,Yoo Ji-tae,Kang Hye-jung,Kim Byeong-ok,Oh Dal-su;Chan-wook Park;;Drama,Thriller,Mystery,Action
27776;Jean-Pierre Darroussin,Carole Bouquet,Vincent Deniard,Alain Dion;Cédric Kahn;Laurence Ferreira Barbosa,Cédric Kahn,Gilles Marchand;Thriller,Mystery,Crime
27778;Katharine Isabelle,Emily Perkins,Nathaniel Arcand,JR Bourne,Hugh Dillon;Grant Harvey;;Drama,Horror
27783;Daniel Hendler,Adriana Aizemberg,Jorge D'Elía,Sergio Boris,Rosita Londner;Daniel Burman;Daniel Burman,Marcelo Birmajer;Drama,Foreign
27788;Adrien Brody,Keira Knightley,Kris Kristofferson,Jennifer Jason Leigh,Kelly Lynch;John Maybury;;Drama,Mystery,Thriller,Fantasy
27790;Alexander Nathan Etel,Lewis McGibbon,James Nesbitt,Daisy Donovan,Christopher Fulford;Danny Boyle;;Comedy,Crime,Drama
27792;Isabella Rossellini,Mark McKinney,Maria de Medeiros,David Fox,Ross McMillan;Guy Maddin;George Toles;Comedy,Drama,Fantasy,Music
27797;Lázaro Ramos,Leandra Leal,Luana Piovani,Pedro Cardoso,Paulo José;Jorge Furtado;Jorge Furtado;Comedy,Drama,Foreign,Romance
27801;Tony Jaa,Petchtai Wongkamlao,Pumwaree Yodkamol,Suchao Pongwilai,Chumphorn Thepphithak;Prachya Pinkaew;;Action,Thriller
27803;Javier Bardem,Belén Rueda,Lola Dueñas,Joan Dalmau,Josep Maria Pou;Alejandro Amenábar;;Drama
27808;Adam Sandler,Téa Leoni,Paz Vega,Cloris Leachman,Shelbie Bruce;James L. Brooks;;Comedy
27812;Rick Danko,Levon Helm,Garth Hudson,Richard Manuel,Robbie Robertson;Bob Smeaton,Frank Cvitanovich;;Documentary,History,Music
27815;Gérard Jugnot,François Berléand,Kad Merad,Jean-Paul Bonnaire,Marie Bunel;Christophe Barratier;;Drama
27816;Larry Bagby,Alexander Polinsky,Kirby Heyborne,Corbin Allred,Ethan Vincent;Ryan Little;;Action,Adventure,Drama,History,War
27820;Janchiv Ayurzana,Chimed Ohin,Amgaabazar Gonson,Zeveljamz Nyam,Ikhbayar Amgaabazar;Byambasuren Davaa,Luigi Falorni,Jiska Rickels;;Documentary,Drama
27821;Nicole Kidman,Sean Penn,Catherine Keener,Jesper Christensen,Yvan Attal;Sydney Pollack;;Action
27822;Blanchard Ryan,Daniel Travis,Saul Stein,Michael E. Williamson,Christina Zenato;Chris Kentis;;Drama,Thriller
27826;Jimi Mistry,Kyle MacLachlan,Kristen Holden-Ried,Suleka Mathew;Ian Iqbal Rashid;Ian Iqbal Rashid;Comedy
27828;Koen De Bouw,Werner De Smedt,Jan Decleir,Jo De Meyere,Filip Peeters;Erik Van Looy;;Crime,Drama,Thriller,Action
27830;Jim Caviezel,Claire Forlani,Jeremy Northam,Malcolm McDowell,Aidan Quinn;Rowdy Herrington;;Drama
27831;Daniel Craig,Colm Meaney,George Harris,Sally Hawkins,Kenneth Cranham;Matthew Vaughn;;Drama,Thriller,Crime
27833;Chris Cooper,Richard Dreyfuss,Thora Birch,Maria Bello,Miguel Ferrer;John Sayles;John Sayles;Comedy,Drama,Mystery,Thriller
27834;Vladimir Garin,Konstantin Lavronenko,Nataliya Vdovina,Vanya Dobronravov,Yelizaveta Aleksandrova;Andrey Zvyagintsev;Vladimir Moiseyenko,Aleksandr Novototsky;Thriller,Drama,Mystery
27837;Dennis Quaid,Tyrese Gibson,Giovanni Ribisi,Miranda Otto,Hugh Laurie;John Moore;;Action,Adventure,Drama,Thriller
27838;Rory Culkin,Scott Mechlowicz,Trevor Morgan,Josh Peck,Ryan Kelley;Jacob Aaron Estes;;Crime,Drama
27839;Naomi Watts,Simon Baker,Elizabeth Perkins,David Dorfman,Gary Cole;Hideo Nakata;;Drama,Horror,Thriller
27841;Christopher Plummer,Henry Ian Cusick,Stuart Bunce,Daniel Kash,Stephen Russell;Philip Saville;;Drama,History
27843;Matías Quer,Ariel Mateluna,Aline Küppenheim,Ernesto Malbran,Federico Luppi;Andrés Wood;;Drama,Foreign
27846;Jane Akre,Ray Anderson,Maude Barlow,Chris Barrett,Michael Moore;Mark Achbar,Jennifer Abbott;;Documentary
27850;Mike Bonanno,Andy Bichlbaum,Michael Moore,Patrick Lichty,Sal Salamone;Dan Ollman,Sarah Price,Chris Smith;;Comedy,Documentary
27851;Atta Yaqub,Eva Birthistle,Shamshad Akhtar,Ghizala Avan,Shabana Akhtar Bakhsh;Ken Loach;;Drama,Romance
27857;Michael Nyqvist,Frida Hallgren,Helen Sjöholm,Lennart Jähkel,Ingela Olsson;Kay Pollak;;Romance,Drama,Comedy,Music
27864;Anthony Mackie,Kerry Washington,Ellen Barkin,Jim Brown,Jamel Debbouze;Spike Lee;;Comedy,Drama
27865;Aya Ueto,Shun Oguri,Hiroki Narimiya,Kenji Kohashi,Takatoshi Kaneko;Ryûhei Kitamura;;Adventure,Drama,Action,Thriller,Romance
27866;Matthew Macfadyen,Emily Barclay,Miranda Otto,Colin Moy,Jimmy Keen;Brad McGann;;Drama,Thriller
27869;Jang Dong-gun,Won Bin,Lee Eun-ju,Gong Hyung-jin,Park Jeong-Woo;Kang Je-Gyu;;Action,Adventure,Drama,History,War
27873;James Hetfield,Lars Ulrich,Kirk Hammett,Bob Rock,Robert Trujillo;Joe Berlinger,Bruce Sinofsky;;Documentary,Music
27874;Christopher Jacot,Joanne Kelly,Shawn Roberts,Mayko Nguyen,Ryan Belleville;Mark Griffiths;;Comedy
27875;Jamie Foxx,Lynn Whitfield,Lee Thompson Young;Vondie Curtis-Hall;;Crime,Drama
27876;Horst Krause,Harald Warmbrunn,Karl-Fred Müller,Ursula Schucht,Hannelore Schubert;Michael Schorr;;Comedy,Drama,Foreign
27878;Zana Briski,Avijit,Geeta Masi,Kochi,Mamuni;Zana Briski,Ross Kauffman;;Documentary
27879;The Dandy Warhols,The Brian Jonestown Massacre,Genesis P-Orridge,Adam Shore;Ondi Timoner;;Documentary,Music
27882;Jeff Clark,Darrick Doerner,Laird Hamilton,Dave Kalama,David H. Kalama Jr.;Stacy Peralta;;Documentary
27884;Mike Birbiglia,Joe Edley,Matt Graham,Marlon Hill,Joel Sherman;Eric Chaikin,Julian Petrillo;;Documentary
27888;Neve Campbell,Frederick Weller,James Toback,Alex Feldman,Mike Tyson;James Toback;James Toback;Drama,Thriller,Romance
27899;Marlee Matlin,Elaine Hendrix,Robert Blanche,John Ross Bowie,Robert Bailey Jr.;William Arntz,Betsy Chasse;;Documentary
27904;Keanu Reeves,Winona Ryder,Woody Harrelson,Robert Downey Jr.,Mitch Baker;Richard Linklater;;Animation,Sci-Fi,Thriller
27905;Yusuke Iseya,Kumiko Asou,Akira Terao,Kanako Higuchi,Fumiyo Kohinata;Kazuaki Kiriya;;Drama,Horror,Sci-Fi
27912;Christiane Amanpour,George W. Bush,George Carlin,Tom Brokaw,Harry Belafonte;Robert Greenwald;;Documentary
30659;Susan Sarandon,Alan Arkin,Paul Walker,Penélope Cruz,John Doman;Chazz Palminteri;David Hubbard;Drama,Romance
30701;Orson Welles,Jeanne Moreau,Margaret Rutherford,John Gielgud,Marina Vlady;Orson Welles;;Comedy,Drama,History
30707;Clint Eastwood,Hilary Swank,Morgan Freeman,Jay Baruchel,Mike Colter;Clint Eastwood;;Drama
30712;Charles McGraw,Marie Windsor,Jacqueline White,Gordon Gebert,Queenie Leonard;Richard Fleischer;;Drama,Action,Thriller,Crime,Mystery
30721;Steve McQueen,Bobby Darin,Fess Parker,Harry Guardino,James Coburn;Don Siegel;Richard Carr;Action,Drama,War
30745;Yûta Sone,Sho Aikawa,Kimika Yoshino,Shôhei Hino,Keiko Tomita;Takashi Miike;;Horror,Action,Thriller,Crime
30747;Lee Kang-Sheng,Chen Shiang-Chyi,Kiyonobu Mitamura,Tien Miao,Shih Chun;Tsai Ming-Liang;Tsai Ming-Liang;Comedy,Drama,Foreign
30749;Don Cheadle,Sophie Okonedo,Nick Nolte,Fana Mokoena,Joaquin Phoenix;Terry George;;Drama,History,War
30783;Cameron Mitchell,Eva Bartok,Thomas Reiner,Ariana Gorini,Dante DiPaolo;Mario Bava;Giuseppe Barilla,Mario Bava;Horror,Thriller,Mystery
30793;Johnny Depp,Freddie Highmore,AnnaSophia Robb,Julia Winter,Helena Bonham Carter;Tim Burton;;Adventure,Comedy,Family,Fantasy
30803;Lee Seung-yeon,Jae Hee,Kwon Hyuk-Ho,Choi Jeong-ho,Lee Mi-suk;Kim Ki-duk;;Drama,Romance,Crime
30810;Bill Murray,Anjelica Huston,Cate Blanchett,Willem Dafoe,Owen Wilson;Wes Anderson;;Adventure,Comedy,Drama
30812;Leonardo DiCaprio,Cate Blanchett,Kate Beckinsale,John C. Reilly,Alec Baldwin;Martin Scorsese;;Drama
30816;Gerard Butler,Emmy Rossum,Patrick Wilson,Miranda Richardson,Minnie Driver;Joel Schumacher;;Thriller,Drama,Romance
30818;Kevin Spacey,Kate Bosworth,John Goodman,Bob Hoskins,Brenda Blethyn;Kevin Spacey;;Drama,Music
30820;Kevin Bacon,David Alan Grier,Kyra Sedgwick,Benjamin Bratt,Carlos Leon;Nicole Kassell;;Drama
30822;Topher Grace,Scarlett Johansson,Dennis Quaid,Marg Helgenberger,David Paymer;Paul Weitz;;Comedy,Drama,Romance
30825;Ben Stiller,Teri Polo,Robert De Niro,Dustin Hoffman,Barbra Streisand;Jay Roach;;Comedy,Romance
30846;Sean Penn,Naomi Watts,Don Cheadle,Jack Thompson,Nick Searcy;Niels Mueller;;Drama,History,Thriller
30848;John Travolta,Scarlett Johansson,Gabriel Macht,Sonny Shroyer,Clayne Crawford;Shainee Gabel;;Drama
30850;Al Pacino,Jeremy Irons,Joseph Fiennes,Lynn Collins,Zuleikha Robinson;Michael Radford;;Drama,Romance
30883;Kenan Thompson,Shedrack Anderson III,Jermaine Williams,Keith Robinson,Alphonso McAuley;Joel Zwick;;Comedy,Drama,Family
30890;Kim Rossi Stuart,Andrea Rossi,Alla Faerovich,Pierfrancesco Favino,Manuel Katzy;Gianni Amelio;;Drama,Foreign
30892;Henry Darger,Larry Pine,Dakota Fanning,Frier McCollister,Wally Wingert;Jessica Yu;;Documentary
30894;Michael Keaton,Chandra West,Deborah Kara Unger,Ian McNeice,Keegan Connor Tracy;Geoffrey Sax;;Drama,Horror,Thriller
30896;Nick Cannon,Roselyn Sánchez,Shawn Ashmore,Cheech Marin,Kelly Hu;Marcos Siega;Brent Goldberg,David Wagner;Action,Comedy
30898;Joan Allen,Kevin Costner,Erika Christensen,Keri Russell,Alicia Witt;Mike Binder;Mike Binder;Comedy,Drama
30942;Charlton Heston,Jack Palance,Katy Jurado,Brian Keith,Mary Sinclair;Charles Marquis Warren;;Action,Western
30949;Jerry Garcia,Bob Weir,Donna Godchaux,Keith Godchaux,Bill Kreutzmann;Jerry Garcia,Leon Gast;;Music,Documentary
30952;Kirk Douglas,Anthony Quinn,Earl Holliman,Carolyn Jones,Brad Dexter;John Sturges;;Action,Drama,Western
30954;Charlton Heston,Eleanor Parker,William Conrad,Abraham Sofaer,Romo Vincent;Byron Haskin;;Action,Adventure,Drama,Romance
30970;James Wilby,Kristin Scott Thomas,Rupert Graves,Anjelica Huston,Judi Dench;Charles Sturridge;Derek Granger,Charles Sturridge,Tim Sullivan;Drama,Foreign,Romance
30977;Danny Aiello,Dyan Cannon,Clotilde Courau,Shelley Winters,Barry Miller;Paul Mazursky;Paul Mazursky;Comedy,Drama,Romance,Thriller
30981;Vanessa Redgrave,Ian Holm,Judi Dench,Stuart Wilson,Tim McInnerny;David Hare;David Hare;Mystery,Drama
30991;;;;Drama
30994;Walter Matthau,Julie Andrews,Tony Curtis,Bob Newhart,Lee Grant;Walter Bernstein;;Comedy,Drama,Family,Romance
30996;Adolphe Menjou,Dorothy Dell,Charles Bickford,Shirley Temple,Lynne Overman;Alexander Hall;;Drama,Family,Comedy
31000;Michelle Pfeiffer,Alan Alda,Michael Caine,Bob Hoskins,Lillian Gish;Alan Alda;Alan Alda;Comedy,Romance
31004;Isabelle Huppert,Pascal Greggory,Maud Forget,Fabienne Babe,André Marcon;Olivier Dahan;Olivier Dahan,Agnès Fustier-Dahan;Drama
31011;Manuel 'Jacare' Olimpio Meira,Jeronimo André De Souza ,Raimundo 'Tata' Correia Lima ,Manuel 'Preto' Pereira Da Silva ,Jose Sobrinho ;Bill Krohn,Myron Meisel,Richard Wilson,Orson Welles,Norman Foster;Bill Krohn  ,Myron Meisel ,Richard Wilson;Documentary
31026;Robert Englund,Jill Schoelen,Alex Hyde-White,Bill Nighy,Stephanie Lawrence;Dwight H. Little;;Drama,Horror,Romance
31030;Irene Dunne,Barbara Bel Geddes,Oskar Homolka,Philip Dorn,Cedric Hardwicke;George Stevens;;Drama,Family
31032;Kevin Howarth,Mark Stevenson,Antonia Beamish,Christabel Muir,Jonathan Coote;Julian Richards;James Handel;Horror,Thriller
31035;Jane Alexander,William Devane,Kevin Costner,Ross Harris,Roxana Zal;Lynne Littman;John Sacret Young;Action,Drama,Sci-Fi
31038;Laura Dern,Treat Williams,Mary Kay Place,Margaret Welsh,Sara Inglis;Joyce Chopra;;Drama,Romance
31040;Ralph Macchio,John Lithgow,Reb Brown,Kerrie Keane,Janet Margolin;Rick Rosenthal;;Drama
31042;Ben Lyon,James Hall,Jean Harlow,John Darrow,Lucien Prival;Howard Hughes,Edmund Goulding,James Whale;Harry Behn,Howard Estabrook;Action,Drama,History
31045;Beverly D'Angelo,Beau Bridges,Tess Harper,Judge Reinhold,Amy Wright;Jack Fisk;;Comedy
31047;Bette Midler,Ken Wahl,Rip Torn,Jack Elam;Don Siegel;;Comedy
31049;John Lithgow,Teri Garr,Randy Quaid,Bruce McGill,Lisa Blount;Malcolm Mowbray;;Comedy,Drama,Thriller
31053;Jürgen Prochnow,Michael Paré,Patrick Muldoon,Kett Turton,Elisabeth Moss;Uwe Boll;;Drama
31060;Amy Irving,Andy García,Lou Diamond Phillips,Robert Duvall,Kevin Spacey;Bruno Barreto;;Crime,Mystery,Thriller
31079;Tadao Takashima,Akira Kubo,Bibari Maeda,Akihiko Hirata,Yoshio Tsuchiya;Jun Fukuda;Shinichi Sekizawa,Kazue Shiba;Sci-Fi
31083;Jack Nicholson,Ellen Barkin,Lauren Tom,Harry Dean Stanton,Beverly D'Angelo;Bob Rafelson;Carole Eastman;Comedy,Romance
31086;Bunta Sugawara,Hiroki Matsukata,Kunie Tanaka,Eiko Nakamura,Tamio Kawaji;Kinji Fukasaku;Kazuo Kasahara;Action,Drama,Crime
31090;Christian Blümel,Aaron Hildebrand,Jule Flierl,Harry Baer,Dieter Laser;Winfried Bonengel;;Drama
31101;Thomas Jane,Dexter Fletcher,Deborah Kara Unger,David O'Hara,Ashley Taylor;Bronwen Hughes;Bima Stagg;Drama,Action,Crime,Foreign
31104;Carol Kane,Steven Keats,Doris Roberts,Dorrie Kavanaugh,Joanna Merlin;Joan Micklin Silver;Abraham Cahan;Drama,Romance
31107;Peter Falk,John Cassavetes,Ned Beatty,Rose Arrick,Carol Grace;Elaine May;Elaine May;Drama,Action,Crime
31109;Joan Fontaine,Ida Lupino,Edmund Gwenn,Edmond O'Brien,Kenneth Tobey;Ida Lupino;;Drama
31112;Ana Belén,Victoria Abril,Ariadna Gil,Miguel Bosé,Laura Mañá;Vicente Aranda;Vicente Aranda,Antonio Rabinad;War,Drama,History
31114;Sigourney Weaver,Ryan Donowho,Emile Hirsch,Jeff Daniels,Michelle Williams;Dan Harris;Dan Harris;Comedy,Drama
31116;Gary Cooper,Walter Brennan,Joan Leslie,Margaret Wycherly,George Tobias;Howard Hawks;Alvin C. York;Action,Drama,History,War
31123;Gérard Depardieu,Jean Reno,Richard Berry,Leonor Varela,Loïc Brabant;Francis Veber;;Comedy,Crime
31148;Marek Kondrat,Andrzej Grabowski,Michal Koterski,Piotr Machalica,Zbigniew Buczkowski;Marek Koterski;Marek Koterski;Comedy
31150;Bob Holt,Jesse Welles,Richard Romanus,David Proval;Ralph Bakshi;Ralph Bakshi;Animation,Fantasy,Sci-Fi
31156;Bud Abbott,Lou Costello,Nancy Guild,Arthur Franz,Adele Jergens;Charles Lamont;;Comedy,Horror
31160;Bud Abbott,Lou Costello,Boris Karloff,Lenore Aubert,Gar Moore;Charles Barton;;Comedy,Horror
31162;Geoffrey Rush,Charlize Theron,Emily Watson,John Lithgow,Stanley Tucci;Stephen Hopkins;;Drama,Comedy,Romance
31184;Ai Kobayashi,Jūrōta Kosugi,Yuki Matsuoka,Asumi Miwa,Mami Koyama;Shinji Aramaki;;Animation,Action,Sci-Fi
31188;Paul Frankeur,Laurent Terzieff,Alain Cuny,Edith Scob,Bernard Verley;Luis Buñuel;Luis Buñuel,Jean-Claude Carrière;Comedy,Drama,Foreign
31193;;;;Animation,Children,Fantasy
31221;Jennifer Garner,Goran Visnjic,Will Yun Lee,Cary-Hiroyuki Tagawa,Terence Stamp;Rob Bowman;Raven Metzner,Stu Zicherman,Zak Penn;Action
31223;Frankie Muniz,Mandy Moore,Hayden Panettiere,Bruce Greenwood,Wendie Malick;Frederik Du Chau;;Comedy
31225;Samuel L. Jackson,Rob Brown,Robert Ri'chard,Rick Gonzalez,Channing Tatum;Thomas Carter;;Drama
31247;Anne Baxter,Thomas Mitchell,Selena Royle,Edward Ryan,Trudy Marshall;Lloyd Bacon;Mary C. McCall Jr.;Drama,History,War
31251;Timothy Hutton,Lindsay Crouse,John Lone,David Strathairn,Danny Glover;Fred Schepisi;;Sci-Fi,Drama
31255;Rock Hudson,Ernest Borgnine,Patrick McGoohan,Jim Brown,Tony Bill;John Sturges;;Action,Drama
31260;Mickey Rooney,Spencer Tracy,Henry Hull,Bobs Watson,Edward Norris;Norman Taurog;Eleanore Griffin;Drama
31263;Javier Cámara,Candela Peña,Juan Diego,Fernando Tejero,Mads Mikkelsen;Pablo Berger;Pablo Berger;Romance,Drama,Comedy,Foreign
31270;Paul Hampton,Joe Silver,Lynn Lowry,Barbara Steele,Allan Kolman;David Cronenberg;David Cronenberg;Horror,Sci-Fi
31309;Alain Delon,Annie Girardot,Renato Salvatori,Katina Paxinou,Spiros Focás;Luchino Visconti;;Crime,Drama,Thriller
31347;Dick Powell,Ellen Drew,Raymond Walburn,Alexander Carr,William Demarest;Preston Sturges;Preston Sturges;Comedy,Romance
31349;Fredric March,Veronica Lake,Robert Benchley,Susan Hayward,Cecil Kellaway;René Clair;;Comedy,Fantasy,Horror
31359;Fatoumata Coulibaly,Maimouna Hélène Diarra,Salimata Traoré,Dominique Zeïda,Rasmane Ouedraogo;Ousmane Sembene;Ousmane Sembene;Drama
31362;James Woods,Juliette Marquis,Kip Pardue,Tomas Arana,Michael Rapaport;Ash Baron-Cohen;;Drama
31364;Kang-ho Song,Kim Sang-kyung,Kim Roe-Ha,Song Jae-ho ,Park Hae-Il;Bong Joon-ho ;Bong Joon-ho ;Crime,Drama,Thriller
31367;Charlie Sheen,Kristy Swanson,Henry Rollins,Rocky Carroll,Ray Wise;Adam Rifkin;;Comedy,Thriller,Action,Crime
31408;Robert Stadlober,Kostja Ullmann,Alicja Bachleda-Curuś,Jürgen Tonkel,Tristano Casanova;Marco Kreuzpaintner;;Comedy,Drama
31410;Bruno Ganz,Alexandra Maria Lara,Corinna Harfouch,Ulrich Matthes,Juliane Köhler;Oliver Hirschbiegel;;Drama,History,War
31420;Ethan Hawke,Laurence Fishburne,Gabriel Byrne,Maria Bello,Drea de Matteo;Jean-François Richet;;Thriller
31422;Ice Cube,Nia Long,Aleisha Allen,Philip Bolden,Jay Mohr;Brian Levant;;Comedy,Family,Adventure,Romance
31424;Christian Slater,Tara Reid,Stephen Dorff,Frank C. Turner,Matthew Walker;Uwe Boll;;Action,Fantasy,Horror,Thriller
31427;Robert De Niro,Dakota Fanning,Famke Janssen,Elisabeth Shue,Amy Irving;John Polson;;Horror,Mystery,Thriller
31429;Anatoly M. Sagalevitch,Pamela Conrad,James Cameron;James Cameron,Steven Quale;;Action,Documentary,Sci-Fi
31431;Emily Deschanel,Barry Watson,Skye McCole Bartusiak,Lucy Lawless,Tory Mussett;Stephen Kay;;Thriller,Horror,Drama,Mystery
31433;Debra Messing,Dermot Mulroney,Amy Adams,Jack Davenport,Jeremy Sheffield;Clare Kilner;Dana Fox;Comedy,Romance
31435;James McAvoy,Romola Garai,Steven Robertson,Alan King,Brenda Fricker;Damien O'Donnell;;Drama
31437;Yuya Yagira,Ayu Kitaura,Hiei Kimura,Momoko Shimizu,Hanae Kan;Hirokazu Koreeda;;Drama
31445;Matt Dillon,Steve Zahn,Christina Applegate,Andrea Bendewald,Jay Leggett;Mitch Rouse;;Action,Comedy
31447;Mark Harmon,Joshua Jackson,Harley Jane Kozak,Sarah Wayne,Frank Salsedo;Rick Stevenson;;Adventure,Fantasy,Drama,Sci-Fi,Family
31467;James Earl Jones,Jane Alexander,Lou Gilbert,Joel Fluellen,Chester Morris;Martin Ritt;;Drama
31485;Burt Lancaster,Lee Marvin,Robert Ryan,Woody Strode,Jack Palance;Richard Brooks;Richard Brooks;Action,Adventure,Western
31494;Jordan Gelber,Bridget Barkan,Stephen Henderson,Sydnee Stewart;Jim McKay;;Drama
31522;Hanna Schygulla,Klaus Löwitsch,Ivan Desny,George Eagles,Gisela Uhlen;Rainer Werner Fassbinder;;War,Drama
31528;Gary Cooper,Ray Milland,Robert Preston,Brian Donlevy,Susan Hayward;William A. Wellman;Robert Carson;Adventure,Drama,War
31545;Michel Constantin,Jean Keraudy,Philippe Leroy,Raymond Meunier,Marc Michel;Jacques Becker;;Crime,Drama,Thriller
31547;Werner Herzog;Werner Herzog;Werner Herzog;War,Documentary
31553;Robert Patrick,Mark Dacascos,Scott Wolf,Kristina Wagner,Julia Nickson;James Yukich;;Action,Adventure,Comedy,Sci-Fi
31555;Jade Calegory,Lauren Stanley,Christine Ebersole,Jonathan Ward,Tina Caspary;Stewart Raffill;Stewart Raffill,Steve Feke;Family,Fantasy,Sci-Fi
31577;Faye Dunaway,Denholm Elliott,James Earl Jones;David Beaird;;Comedy,Drama,Romance
31584;Katja Riemann,Maria Schrader,Doris Schade,Jutta Lampe,Svea Lohde;Margarethe von Trotta;;Drama,History
31588;Simone Signoret,Serge Reggiani,Claude Dauphin,Raymond Bussières,Odette Barencey;Jacques Becker;;Crime,Drama,Romance
